title,content
Luxury lounges: Credit card perks 'we are all paying for',"I'm standing in what feels like a suite in a posh hotel - all soft lighting, marble counter tops, plush seating and parquet-style flooring. An ornate platter of food catches the corner of my eye. ""That is a seafood tower as a welcome food amenity, as well as caviar, and you can also see the champagne there for guests to enjoy,"" says Dana Pouwels, head of airport lounge benefits at US bank Chase. She is showing me around Chase's new Sapphire Lounge at New York's La Guardia Airport. This is what waiting to catch a flight can look like these days – if you can afford to pay $550 (£433) a year to have the correct credit card required to gain entry. Then once inside Chase's new La Guardia lounge you can then choose to pay up to $3,000 to access a private suite for a few hours. It is all part of what has been described as a global arms race among the credit card companies that you are probably entirely unaware of – they are competing to outdo each other with bigger, better, bolder airport lounges. And while most of us don't have access to these lounges, experts say we are almost certainly helping pay for them. And they don't come cheap. ""Yes, it's an arms race, and they're getting extraordinary,"" says Clint Thompson, the news editor at the flight and travel website The Points Guy. ""From what we do know, we're talking up to tens of millions of dollars per lounge. ""Like the new [American Express-owned] Centurion lounge in Atlanta, I believe they spent about $100m to make that happen."" Airport lounges aren't a new concept, and credit card issuers have long teamed up with airlines to offer branded credit cards with lounge access. But now the card issuers are building lounges themselves, as a way of directly appealing to card holders - and potential new customers too. JP Morgan Chase, American Express, Capital One, they're all now in the lounge - and lifestyle - business. For American Express this includes opening a high-end lounge in midtown Manhattan. Its Centurion New York venue is located on the 55th floor of a skyscraper, with floor to ceiling windows offering sweeping views of New York, and fine dining and private bars. It's designed for Centurion card holders – a card which will cost you $10,000 as a signing on fee, plus $5,000 a year. And it is invite-only to get one. ""We're more than a credit card company or a charge card company, it's more a lifestyle brand, getting you special access to concerts, getting you into restaurants,"" says Audrey Hendley, the head of global travel at American Express. The card issuers have even moved into a 21st Century staple, the coffee shop. Capital One have Capital One Cafés - now you have a barista in a bank. Their branch in the Georgetown neighbourhood of Washington DC has all the classic signs of the hip coffee shop - exposed vents, bare brick walls, barista coffee machine. The only immediate giveaway you might be in the bank is the neon Capital One sign on the wall and their branded touch screens. Look a bit closer, and you might spot one of their casually dressed people who looks like a customer, but is actually what Capital One calls their ambassadors, here to welcome you in and help you with all your banking needs. Anyone can use the café, but hold a Capital One card and you get money off your brew. ""We're creating a showroom for our products,"" says Shaun Rowley the director of Capital One Cafes. ""For customers to come in and see Capital One in action, to touch it, to smell it and even taste it with our cafes. And watching them walk out, as you know, raving fans and advocates for us is kind of the return that we're looking for."" None of this sounds like the sort of language you hear normally hear from financial institutions. Dan Bennett is the head of behavioural science the ad giant Ogilvy. He says this is all about brands tapping into how people think about themselves, and other people. ""Yeah, it is a piece of plastic with the chip in it that holds your money, but it is something that actually gives you a position in society,"" he says. ""It is something that says something about who you are. It is something that can make you feel elevated. ""The credit card firms are not just building rooms at airports, they're building a sense of self. It's kind of amazing that financial services companies have managed to kind of look at some deep-core human drivers, and then build experiences around that. ""And that's why they're so successful with them, because they've managed to find the psychological levers to pull, rather than just looking at the world through a rational lens."" But even if you're never going to get access to these places, you are ultimately still paying for them, according to Lulu Wang. He's assistant professor of finance at Kellogg School of Management at Northwestern University near Chicago, and has studied how card payment systems work. He points out that credit cards are more expensive for merchants, be they retailers, or bars and restaurants to accept than debit cards as they incur a higher processing fee. Prof Wang says merchants are likely to put up prices to cover the additional cost of people using credit cards. ""We typically think that corporations, you know, they're facing higher costs, they're going to pass on a pretty substantial share of those costs onto consumers,"" he explains. ""If we impose all these costs on the merchant, it ends up being a cost that is ultimately borne by all of us as consumers. Well-off people get to use the high merchant fee, high reward cards, and then it's the rest of society that has to bear that cost."" Whoever is picking up the cost, the direction of travel is clear. More lounges and lifestyle experiences are coming as card issuers compete against each other. The arms race to get your credit card loyalty isn't slowing down. Investors are nervous about the possibility of a US recession, say experts. The NHS is looking into claims that a software flaw at Medefer left patient data vulnerable. The reserve will hold cryptocurrency forfeited to the government in criminal or civil proceedings, said the White House. There have been reports the Boots chain could be sold off separately by its new owner. Despite opposition investors are still looking at deep-sea mining technology. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
News,"BBC Verify's Nick Eardley takes a look at verified footage and images from a Russian missile attack on a Ukrainian hotel. BBC Verify has looked into several claims made by Trump during his speech to Congress. The BBC's analysis editor takes a look at President Trump's history with Ukraine - and how it set the stage for this week's events. America has withdrawn its military support for Ukraine, how big of a hole does it leave? America has withdrawn its military support for Ukraine, how big of a hole does it leave? Activists say the spill - caused after two ships ran were battered by a storm - could cover an area of 400 sq km. A satellite image taken 21 January shows new construction within the demilitarised zone. Analysts say the return suggests that Moscow is preparing to evacuate one of its most valuable overseas bases. The area in Gaza which Israel's military has told people to go to ""for their safety"" has been hit by 97 strikes since May, BBC Verify analysis has revealed. Videos reviewed by BBC Verify show men wearing RSF insignia boasting of killing locals in al-Seriha A clip of Donald Trump Jr allegedly saying on his podcast that the US should have sent arms to Russia rather than Ukraine was very likely generated with AI, experts say. A recent flurry of air disasters have made some people worried about flying - but are crashes on the rise? The video has hallmarks of a Russian disinformation operation, previously investigated by the BBC. Both Trump fans and Harris supporters baselessly claimed large-scale voter fraud in Tuesday's election. The BBC's Analysis editor takes a look back at this week - and what it tells us about how the US sees Europe. The BBC's Analysis Editor Ros Atkins looks at why the US wants access to Ukraine's minerals. The BBC's Analysis Editor takes a look at the latest round of tariffs announced by President Trump - and what the US has got in return. The BBC's Analysis Editor explains how controversial pardons made by Biden and Trump stretched the limits of the power. US President Donald Trump claims the US has outspent Europe on aid to Ukraine by over $200bn. BBC Verify's Nick Eardley fact-checks Trump's claims. President Donald Trump appeared to accuse Ukraine of being responsible for the war with Russia. President Trump has blamed China for its opioid crisis and imposed sweeping tariffs. He wants to hit back at countries that place import taxes on American goods that he thinks are too high. A close-up look at Chinese projects that worry the White House. The Chancellor has earmarked ""several billion pounds"" in draft spending cuts to welfare. The government has pledged to reduce energy bills by using more renewables, but bills are currently rising. Keir Starmer is going to announce measurable targets to judge his government's progress on its key missions. The Tories have outlined a plan to make it harder for migrants to get indefinite leave to remain in the UK. The UK left the European Union on 31 January 2020. Wind and wave power is set to be included in calculations of the size of countries' economies for the first time, as part of changes approved at the United Nations. BBC Verify's Nick Eardley takes a look at verified footage and images from a Russian missile attack on a Ukrainian hotel. The Chancellor has earmarked ""several billion pounds"" in draft spending cuts to welfare. The UK death rate reached a record low last year, according to exclusive analysis of death certificate data carried out for BBC News. The US president sparked a social media frenzy when he posted a video of Gaza generated by artificial intelligence on his site Truth Social. The Tories have outlined a plan to make it harder for migrants to get indefinite leave to remain in the UK. The BBC's housing tracker shows most regions of England had a year-on-year fall in new homes in second half of 2024. BBC Verify assesses whether Chancellor Rachel Reeves' three key climate claims about the runway add up. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
The 'anti-Trump' numbers man who may force the UK to take a side,"Mark Carney's elevation to the top job in Canada is of particular significance at this moment when his country is at the frontline of a North American trade war. He becomes the ""anti-Trump"" on the US president's doorstep. The former Bank of England governor chose to lean strongly into resisting Donald Trump's policies at his acceptance speech. He said the US president had brought ""dark days"" from ""a country we can no longer trust"" and that he was ""proud"" of Canadians resisting the US ""with their wallets"". While on trade specifically Mr Carney vowed to keep the retaliatory tariffs ""until Americans show us respect"", it was clear that the general threats against Canadian sovereignty are equally as important in his thinking. Trump has repeatedly said he will use economic power to encourage Canada to become the 51st state of the US, but Carney hit back. ""The Americans want our resources, our land, our water, our country… Canada will never be part of America in any way, shape or form,"" he said. Behind the scenes, Carney has been encouraging a very robust response to Mr Trump. As he told me last month in his only UK interview during his campaign to succeed current Canadian Prime Minister Justin Trudeau, it was necessary to ""stand up to a bully"" . He ridiculed Trump's allegations of Canada's involvement in fentanyl trade, and the US president's suggestion that Canada has ripped off the US. Canada's trade deficit is caused ""entirely"" by its exports of subsidised oil, Carney told me, and ""perhaps we should ask for that subsidy back"". He follows in the footsteps of former Italian Prime Minister Mario Draghi as a former top central banker who became a G7 leader. It is an otherwise rare path, but it may be good timing when Canada's nearest neighbour has suggested using economic power to take over. Carney has experience in this area having dealt with a number of acute political-economic crises, such as the banking crash, the eurozone crisis, sterling's sharp slide after Brexit, and the start of the pandemic. He has also regularly attended G20 meetings at leader level, including in the presence of Trump, as chair of the Financial Stability Board, an international economic body. At one such meeting, the Trump team threatened to leave the International Monetary Fund. Carney believes that Trump only respects power. Of any attempt to mollify Trump, he said ""good luck with that"". He will focus further tariff retaliation on bringing inflation and interest rate rises to Canada's ""southern neighbour"". The Canadian election is due by October, but Carney might call an earlier one. Depending on that, he is on course to host Trump in Canada at the G7 Summit in June. His rise to the top job raises the stakes for the UK. On the one hand, a more robust approach from an allied G7 leader stands in contrast to the UK's attempt to hug the White House closely. On the other hand, Carney also hinted at wanting to diversify trade towards ""more reliable"" partners, which would include the UK and EU. Canada might send its subsidised energy to Europe, rather than the US. The bigger strategic point is that Carney's background means a focus on international solidarity, and defence of the existing multilateral system. He says Canada can ""stand on its own feet"" but sees merit in creating a more coherent international alliance to focus the minds of Congress and tariff-sceptics in the Trump administration. Canada's new leadership expects support from its Commonwealth ally, the UK. After my recent interview with him, Carney turned the camera to the portrait on the wall of the office from which he was talking to me: King Charles. The message was clear. Canada and the UK should be on the same side in this new world era. Mark Carney has won the race to succeed Justin Trudeau as Canada's prime minister and Liberal Party leader. Mark Carney says threats from Washington threaten Canada's way of live. Canada could hold a national election soon, just as politicians and voters are focused on a trade war with its neighbour, the US. The 59-year-old political newcomer says he will keep tariffs on US imports ""until the Americans show us respect"". Canada's next PM, who described the US as a ""country we can no longer trust"", will need to work with the US president. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
News,"Professor and former education minister says plan to cut 400 jobs has created a ""climate of fear"". Simon Hart says the then first minister did ""exactly what you don't want"" in a crisis. Stena says the damage was caused by two ferries making ""contact"" with one of the berthing terminals. ""Provoking China"" by supporting US military aims would be a bad idea, campaigners say. A son who looks after his father 24-hours a day urges more mental health support for unpaid carers. Simon Hart says the then first minister did ""exactly what you don't want"" in a crisis. A campaign group believes Wales, as a nation, should remember those lost during the Covid pandemic. A review of the default lower speed limit was announced following significant public backlash. Stena says the damage was caused by two ferries making ""contact"" with one of the berthing terminals. Wales' chief inspector of education says recruitment problems are affecting pupils' choices. The relationship between the UK government and the farming sector has ""completely broken down"", one MP says. Eluned Morgan speaks as Russia welcomes the US decision to pause military aid for the country. Minister says much more work is needed before high level supervision at Betsi Cadwaladr can stop. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
Visa rule warning as tourist detained at US border,"A Welsh woman has spoken about being held in ""horrendous"" conditions after she was accused of ""violating"" her visa and was stopped at the US border. Becky Burke, 28, has spent 11 days in a US Immigration and Customs Enforcement (ICE) processing centre in Washington State and was also denied entry into Canada, over a ""visa mix-up"". Her father, Paul Burke, has urged travellers to be ""very careful"" about their visa requirements. Speaking to the BBC, Ms Burke said: ""They keep saying in all their booklets that this is not a prison. It's hard to distinguish from my conception of a prison."" US Customs and Border Protection (CBP) said it could not comment on specific cases for privacy reasons, but added: ""All persons arriving at a port-of-entry to the United States are subject to inspection. ""CBP officers treat all travellers with integrity, respect, professionalism and according to law. ""In the event a foreign national is found inadmissible to the United States, CBP will provide the foreign national an opportunity to procure travel to his or her home country. ""If the foreign national is unable to do so, he or she will be turned over to the custody of Immigration and Customs Enforcement (ICE), Enforcement Removal Operations (ERO) for repatriation."" The UK Foreign, Commonwealth and Development Office (FCDO) confirmed it was supporting a British national. Ms Burke, an artist from Portskewett, Monmouthshire, began backpacking around the US on 7 January. She had flown from New York to Portland, Oregon, where she spent time with a host family, helping with household chores in return for accommodation. At the end of February she travelled to Seattle with plans to travel to Vancouver in Canada to stay with another family. However, when she reached the border, Mr Burke said the Canadian authorities denied her entry as they were concerned she may try to work illegally. She described how she spent six hours at the border, waiting while officials were ""trying to determine if what I had been doing in America counted as work"". She said she was ""interrogated"" and, despite explaining she was ""not paid at all"", it was decided she had ""violated"" her visa. Ms Burke said she was being held in a dormitory of 110 people in a ""maxed out"" immigration detention centre in Tacoma, Washington. ""They wake us up at 6:30am. There is never enough time to sleep. It's so cold,"" she said. ""I wear the same jumper for a week. They're short or out of stuff, like blankets and extra clothes. I have one towel."" She added many of the people she had met were ""stuck"" at the centre, separated from their families - in some cases, for years. ""Everyone is actually really shocked when I explain my situation,"" she added. ""I came to the US for the first time two years ago... I had a great time, that's why I wanted to come back again. I love nature and hiking. Now I see no nature in here at all."" Immigration experts tell the BBC that once Ms Burke informed Canadian officials of her plans and they denied her entry, a suspension of her visa waiver and detention on the US side was probably unavoidable. Many countries strictly interpret what constitutes compensated work - even if no money changes hands. And under the best of circumstances, processing within by the US immigration system can move slowly. Circumstances are far from usual in the US at the moment, however. The Trump administration has stepped up immigration enforcement across the US, so these experts caution that anyone entering the country should be careful to ensure that all their documents are in order and that they are clear about their intentions upon entering the country. American immigration policy and enforcement is changing under the new administration, and there is less tolerance for even seemingly honest mistakes. Such advice comes too late for Ms Burke, who is currently caught in a bureaucratic limbo. She's trying to stay detached from this, trying to see this as an experience to talk to the people in there and share their stories as well. It's an unusual circumstance - she says she is unlike most of the more than 100 detainees in her building in Tacoma - many of whom have been held for months or even years. She wants to travel back to her home in the UK as soon as possible, while others she speaks to, from places like Mexico, Brazil and Russia, have family in the US and are unwilling or unable to return to their home nations. According to the experts, we probably won't have any advance notice of when she is allowed to get on a plane and leave. It could happen, and her family find out about it after the fact. Ms Burke's dad described the situation as a misunderstanding of her accommodation arrangements, which were ""just like a cultural exchange"". He said Ms Burke got free accommodation for helping host families ""around the house"", which he believes authorities may have suspected broke the terms of her tourist visa. Mr Burke told BBC Radio Wales Breakfast he could not understand why his daughter was ""locked up and she's in an orange prison jumpsuit whilst the paperwork gets sorted out"". He said what was meant to be a life-changing backpacking trip ""has turned into a nightmare"". He added: ""At first she was just distraught. She was inconsolable. She is allowed to ring out using a shared iPad but we can't call her."" The dad said, as their family is not American, they cannot add money to Ms Burke's inmate account for her to buy essentials, so they have reached out to some American friends to help. Mr Burke said his daughter just wants to come home and has asked for voluntary departure but it has been ""radio silence"". The family have been told voluntary departure has to be approved by a judge, but added they do not know ""how to make that happen"". Ms Burke's parents said they were in daily contact with the British consulate in San Francisco, which is the nearest one to the detention facility, but claimed ""official channels can't get a clear answer about what is going on"". Melissa Chavin, a US immigration lawyer based in London, said Ms Burke could be released either through voluntary departure or expedited removal, but the process of appearing in front of a judge as part of voluntary departure could be delayed because several dozen of the approximately 700 immigration judges had resigned or been fired by the Trump administration. Trump won the US presidential election last November after promising to strengthen US borders and rigorously enforce immigration law. Ms Chavin said expedited removal – which allows officials to quickly deport non citizens – had been expanded under President Trump and could now happen anywhere in the country as opposed to within 100 miles of the border. ""That could work out well for [Ms Burke] – in that she could leave quicker,"" Ms Chavin said, adding that it would also come with a five-year ban on travelling to the United States. She also urged people travelling to the United States to ensure they can pay for their own accommodation. Ms Burke said she planned the trip before Trump's presidency, but was ""cautious"" and aware she would need to prove that she did not intend to stay in the country. She added she was ""lucky"" compared to some people who were fighting to remain in the country, and were ""stuck between a rock and a hard place"". ""Everyone's story is really sad. No one deserves to be in here. Everyone detained here is so nice,"" she said. Ms Burke had organised some of her trip through Workaway, which matches hosts with travellers. A spokesperson for the company said it was ""very sad"" to hear about what had happened but that it was ""the responsibility of the host and person travelling to make sure they are within the law, have the correct visa or permit and insurance in place before travelling"". ""Unfortunately if these warning are not followed and someone attempts to enter the United States without the correct permissions or visas in place then the US border control are within their rights to refuse entry."" Ms Burke's family have been in touch with Monmouthshire MP Catherine Fookes, who has raised the case with Foreign Secretary David Lammy and Foreign Office minister Stephen Doughty. ""I am deeply concerned about my constituent's welfare and the distress this situation is causing her and her family,"" said Ms Fookes. US officials accused Mahmoud Khalil of activities ""aligned to Hamas"" but his lawyer said the government was attacking free speech. Humanitarian organisations have warned that the end of USAID programmes is already impacting millions. The new district attorney's move could roll back an effort by his predecessor to ease the brothers' punishment for killing their parents. BBC Russia editor Steve Rosenberg explores how Moscow has warmed to Trump's America. The Trump administration has told migrants to leave voluntarily or face harsher consequences. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
Girls in England lag behind boys in maths and science study,"A gender gap has opened up between boys and girls in maths and science subjects in England, a new report suggests. The international study, carried out every four years and published by the Department for Education, found that the gap between boys and girls in Year 5 and Year 9 was significantly larger than in previous versions of the study. The gap in Year 9 maths in England was wider than in any other country taking part in the study, with boys scoring 26 points higher than girls. In 2020, the gap was two points . Schools Minister Catherine McKinnell said the government will continue to promote science, technology, engineering and maths (Stem) subjects, ""especially among girls"". The Trends in International Mathematics and Science Study (TIMSS), was carried out by researchers at University College London (UCL). The latest report uses data gathered in 2023. In science, Year 9 boys in the study were 14 points ahead of girls. In the previous report, published in 2020 using 2019 data, girls scored three points higher than boys. Jennie Golding, a co-author of the report from the Institute of Education at UCL, believes issues around confidence and a sense of belonging could be possible reasons why girls' performance has suffered. But she said more research was needed to understand and address it, with boys and girls getting similar TIMSS scores in previous studies. Mary Richardson, the report's other co-author, said: ""It is possible that some of the effects of Covid, learning loss and changes to learning environments are now revealing themselves."" This is the first time the assessment has been fully digital, which may have had an impact on scores, researchers said. A gender gap has opened up in favour of boys since the last report in comparative countries too, such as Australia, New Zealand and the United States. In England, the gap is much closer when looking at Year 6 Sats results for 2024, where girls continued to outperform boys at the expected standard in all subjects apart from maths, where boys outperformed girls by one percentage point. It is a similar story for older age groups doing their GCSEs and A-levels, where boys tend to outperform girls in maths and science but to a lesser degree than in the latest TIMSS study. Part of the TIMSS study also found that more boys reported feeling ""very confident"" in maths than girls. Tanya Tracey, chief executive of the charity Girls Are Investors, said many of the girls and young women they support have a fear of failure and lack confidence. The charity tries to encourage more women and girls to pursue careers in the male-dominated investing sector, through mentorship and workshops. ""Part of the job is knowing you won't get it right all the time - that's a surprise to many girls I think. They always think they have to be perfect,"" she added. The government said it would be looking at how to ensure all children get a strong foundation in maths through its curriculum and assessment review. The schools minister said it was important to ""break the link between background and success so every child can achieve and thrive"". Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
News,"Athol Fugard, who has died aged 92, wrote more than 30 plays in a career that spanned seven decades. Tensions between South Sudan's rivals threaten a fragile peace deal that ended 
 a five-year civil war. The M23 rebel group has seized large parts of the mineral-rich eastern DR Congo this year. Months after a deadly collapse, some seek compensation, saying Kiteezi dumpsite is still unsafe. Newly diagnosed patients may have suffered irreversible damage as a result of not having the drugs. Tensions between South Sudan's rivals threaten a fragile peace deal that ended 
 a five-year civil war. Juma Bah used to collect firewood for his father's bakery in Sierra Leone, but the teenager is now on the books of Manchester City after a meteoric rise. Police fire tear gas to stop protesters occupying a church which had accepted William Ruto's donation. The M23 rebel group has seized large parts of the mineral-rich eastern DR Congo this year. A selection of the week's best photos from across the African continent and beyond. Lesotho is called the kingdom in the sky - it is the only country entirely above 1,000m. Thousands of Congolese are opting make a dangerous river crossing to get to safety in Burundi. Africa's Sahel region accounts for more than half of terror-related killings, a new reports says. Author Chimamanda Ngozi Adichie tells the BBC's Emma Barnett about her experience of writer's block. Young women in Kenya tell the BBC they have used TikTok to sell sexual content since they were teenagers. Scandal surrounds King Misuzulu's attempts to take a third wife - and to divorce his first one. The BBC joins a mission aboard the Léon Thévenin to repair an undersea fibre optic cable. Tunisian tennis star Ons Jabeur explains why she chose to become an ambassador for the World Food Programme and her hopes for International Women's Day. Former Manchester United coach Benni McCarthy says Erik ten Hag wanted to spend a decade at the club and was an ""unbelievable professional"". Football's governing body reverses a decision that had declared Emilio Nsue ineligible to play for Equatorial Guinea, despite being the nation's record goalscorer. Cyclists, organisers and fans tell the BBC there were no security issues on the Tour du Rwanda, despite fighting across the border in DR Congo. International Olympic Committee presidential candidate Kirsty Coventry says it's time the organisation was led by a woman. The BBC took to the streets of Lesotho's capital to get people's reactions on Trump's comments. Nigeria's Foreign Minister Yusuf Tuggar speaks to the BBC about the deportation of Nigerians from the US. In the latest episode of Born to Brawl, Cindy Ngamba shares her incredible story before her first professional fight against Kirstie Bavington. Explosions during a rally held by a rebel group in the east of the Democratic Republic of Congo have killed at least 11 people and injured around 60 others. Days of heavy fighting between M23 rebels and DR Congo's army leave hospitals overwhelmed with patients. Three essential stories to round off your working day. Explaining the news from Africa. One question to wake up to every weekday morning. One story from Africa, for Africa Athol Fugard, who has died aged 92, wrote more than 30 plays in a career that spanned seven decades. Police fire tear gas to stop protesters occupying a church which had accepted William Ruto's donation. Tensions between South Sudan's rivals threaten a fragile peace deal that ended 
 a five-year civil war. The M23 rebel group has seized large parts of the mineral-rich eastern DR Congo this year. The BBC took to the streets of Lesotho's capital to get people's reactions on Trump's comments. Months after a deadly collapse, some seek compensation, saying Kiteezi dumpsite is still unsafe. Newly diagnosed patients may have suffered irreversible damage as a result of not having the drugs. The shooting during an evacuation mission may constitute a war crime, a UN official says. Pretoria refuses to respond directly to the latest criticism of the country from President Trump. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
"What is hantavirus, disease that killed Gene Hackman's wife?","Betsy Arakawa, wife of Oscar-winning actor Gene Hackman, died from a respiratory illness linked to hantavirus, a rare disease transmitted by infected rodents, officials have confirmed. Health experts warn that hantavirus can cause flu-like symptoms after exposure to rodent droppings, and in severe cases, it may develop into Hantavirus Pulmonary Syndrome (HPS), a life-threatening lung condition. Medical investigators believe Ms Arakawa contracted HPS, which led to her death. It is believed she died a week before her husband, who was in the advanced stages of Alzheimer's disease. Authorities discovered the deceased couple in their New Mexico home last month. Here's what you need to know about hantavirus. Hantavirus refers to a strain of viruses carried by rodents, primarily transmitted to humans through inhalation of airborne particles from dried rodent droppings. Infections typically occur when the virus becomes airborne from a rodent's urine, droppings, or saliva, according to the Centers for Disease Control and Prevention (CDC). Though rare, it can also spread through rodent bites or scratches. In North America, deer mice are the most common carriers, according to the Mayo Clinic. The virus can cause two severe illnesses. The first, Hantavirus Pulmonary Syndrome  - the most common strain in the US - was the illness that led to Ms Arakawa's death, officials say. Symptoms often start with fatigue, fever, and muscle aches, followed by headaches, dizziness, chills, and abdominal issues. If respiratory symptoms develop, the mortality rate is approximately 38%, according to the CDC. The second  illness, Haemorrhagic Fever with Renal syndrome, is more severe and primarily affects the kidneys. The CDC reported 864 cases of hantavirus in the US between 1993 and 2022. Most of the cases were found in rural areas of western states like California, Washington, Arizona, New Mexico and Colorado. The agency began surveillance for hantavirus diseases in 1993 during an outbreak of severe respiratory illness near the Four Corners region of the US where Arizona, Colorado, New Mexico and Utah all meet. There may be around 150,000 cases of Haemorrhagic Fever with Renal syndrome worldwide each year, according to a report from the National Institutes of Health. More than half occur in China. There is no specific treatment for hantavirus infections. The CDC recommends supportive care to treat symptoms. Patients with severe symptoms may need to be admitted to hospitals in intensive care units. Some may need to be intubated in severe cases. The CDC recommends eliminating contact with rodents in homes or workplaces to reduce exposure to the virus. The agency also recommends sealing entry points in basements or attics where rodents may enter homes. Wearing protective gear is also suggested when cleaning up rodent droppings to avoid inhaling contaminated air. The Duchess of Sussex launched With Love, Meghan on Tuesday. Gavin Newsom faces a backlash from within his party as he agrees with a conservative activist on the cultural issue. Prosecutors accuse some officers at the youth detention centre of acting as 'referees' as dozens of fights ensued. The relatively minor quake struck at around 22:00 local time as stars gathered at the Vanity Fair afterparty. Southern California is frequently shaken by earthquakes. How they feel to people living in Los Angeles has a lot to do with the sediment-filled basin the city sits upon. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
News,"The UK and France are leading efforts to set up a ""coalition of the willing"" to protect Ukraine. Russia has stepped up attacks in recent days as the US paused military and intelligence aid to Kyiv. Funds worth £2.5bn - meant to help Ukrainians - remain frozen in a UK bank account over a row about how to use them. The president has reversed US policy and says he trusts Putin and finds dealing with Ukraine difficult. The talks in Saudi Arabia come as both sides seek to heal a rift after presidents Zelensky and Trump clashed in public. Russia has stepped up attacks in recent days as the US paused military and intelligence aid to Kyiv. Former national security adviser says the UK needs to be ""willing"" to deploy troops for potentially quite a long period. It may be 'easier dealing with' Moscow than Kyiv, the US president told reporters in the White House. Funds worth £2.5bn - meant to help Ukrainians - remain frozen in a UK bank account over a row about how to use them. Russia hoped to overthrow Ukraine's pro-Western government in days, but it failed. BBC correspondents weigh in as US and Ukrainian officials prepare to meet in Saudi Arabia. Europe is scrambling to react to the relentless pace of change in Washington, but can it unite around a plan? Should he apologise to Trump or even resign? The options for Ukraine's leader are looking increasingly thin. Whatever words are used to frame the plan, enormous challenges lie ahead, the BBC's Frank Gardner writes. Karol Swiacki spoke to the BBC after surviving a missile strike on a hotel in Kryvyi Rih, which killed four. Moving accounts of some of the men and women behind the striking images that have encapsulated the war. How are Russia and Ukraine placed after three years of fighting and with Donald Trump suggesting talks on ending the war could begin soon? The Kremlin’s recruitment policy is shielding society from the true impact of war. James Wilton, from Huddersfield, volunteered to fight so he could make a difference, says his father. Victoria, Vitaly and James discuss Trump 2.0, Zelensky, Putin and prospects for peace Russia has previously rejected a temporary ceasefire, calling it an attempt to buy time. Ukraine is under US pressure to accept a quick truce to end the war with Russia, with US-Ukrainian talks set to begin in Saudi Arabia. Donald Trump believes Kyiv is now ready to ""move forward"" with a ceasefire with Russia. BBC News correspondent James Waterhouse explains what it means for Ukraine. The three went back and forth in an exchange of posts on X over Starlink being cut off in Ukraine. How are Russia and Ukraine placed after three years of fighting and with Donald Trump suggesting talks on ending the war could begin soon? Russia hoped to overthrow Ukraine's pro-Western government in days, but it failed. The county council says the partnership is intended to deepen understanding between the two regions. Cameron Thomas was in the RAF before becoming an MP last year, and recently returned from Ukraine. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
Ontario premier: Tariffs could add $100 to US electricity bills,"Ontario Premier Doug Ford announced his own tariffs in response to US President Donald Trump's tariffs against Canada. Ford announced a 25% surcharge on electricity exports that will affect 1.5 million homes and businesses across Minnesota, Michigan and New York. Ford said he does not want to do this but ""will not hesitate"" to increase the charge or to shut off the electricity all together. Some say the US tariffs have unified their country, with others pledging to fully avoid American products. Prime Minister Justin Trudeau offered a scathing response to US President Donald Trump's 25% tariffs on imports from Canada. The crew on the International Space Station describe what they'll miss when they return to Earth. The service provides hens, feed, and support for six months, allowing customers to collect fresh eggs at home. Video captured from the ground shows a FedEx cargo jet returning to Newark Airport in New Jersey to make an emergency landing. The BBC asked Maga supporters if they understood why Canadians might be annoyed by Trump’s 51st state jibes. One blaze led to evacuations in South Carolina near the coastal city of Myrtle Beach. The vice-president and his family reportedly moved to an undisclosed location from their planned ski resort as a result. The meeting, which was meant to end with a minerals deal signing, instead descended into an argument over the Ukraine war. The US senator, a formerly staunch supporter of Ukraine, suggested President Volodymyr Zelensky should resign. The president ignored the questions that were shouted as he was leaving the White House. Once the world's tallest rollercoaster at 456ft (139m), Kingda Ka was demolished at Six Flags in New Jersey. Firefly Aerospace's Blue Ghost shuttle will attempt to make a descent on the lunar surface on 2 March. A clip of Donald Trump Jr allegedly saying on his podcast that the US should have sent arms to Russia rather than Ukraine was very likely generated with AI, experts say. The highly anticipated meeting between the two leaders began with a question and answer with the press. The 15-year-old was stuck between rocks for six hours after falling while climbing with his family. The much-celebrated actor's filmography includes Oscar-nominated dramas to comedic roles. The Academy Awards will take place on 2 March, with Conan O'Brien expected to host. The actress, best known for her roles in the TV series Buffy the Vampire Slayer and Gossip Girl, has died aged 39. The crew inside the Barneveld Fire Department managed to escape before the building came down. Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking."
